Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Helsingborg A;62040;2.0

Parameternamn;Beskrivning;Enhet
Nederbörd;1 gång/dygn, kl 18;code

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
2005-12-18 18:00:01;2005-12-19 18:00:00;2005-12-19;snowfall;G
2005-12-18 18:00:01;2005-12-19 18:00:00;2005-12-19;regn;G
2005-12-19 18:00:01;2005-12-20 18:00:00;2005-12-20;Obestämd nederbördstyp;G
2005-12-19 18:00:01;2005-12-20 18:00:00;2005-12-20;regn;G
2005-12-19 18:00:01;2005-12-20 18:00:00;2005-12-20;regnskurar;G
2005-12-21 18:00:01;2005-12-22 18:00:00;2005-12-22;regn;G
2005-12-21 18:00:01;2005-12-22 18:00:00;2005-12-22;regnskurar;G
2005-12-22 18:00:01;2005-12-23 18:00:00;2005-12-23;regn;G
2005-12-23 18:00:01;2005-12-24 18:00:00;2005-12-24;regnskurar;G
2005-12-23 18:00:01;2005-12-24 18:00:00;2005-12-24;regn;G
2005-12-25 18:00:01;2005-12-26 18:00:00;2005-12-26;snowfall;G
2005-12-25 18:00:01;2005-12-26 18:00:00;2005-12-26;Obestämd nederbördstyp;G
2005-12-26 18:00:01;2005-12-27 18:00:00;2005-12-27;snöbyar;G
2005-12-26 18:00:01;2005-12-27 18:00:00;2005-12-27;snowfall;G
2005-12-27 18:00:01;2005-12-28 18:00:00;2005-12-28;snowfall;G
2005-12-27 18:00:01;2005-12-28 18:00:00;2005-12-28;snöbyar;G
2005-12-28 18:00:01;2005-12-29 18:00:00;2005-12-29;snöbyar;G
2005-12-28 18:00:01;2005-12-29 18:00:00;2005-12-29;kornsnö;G
2005-12-28 18:00:01;2005-12-29 18:00:00;2005-12-29;snowfall;G
2005-12-29 18:00:01;2005-12-30 18:00:00;2005-12-30;snowfall;G
2005-12-29 18:00:01;2005-12-30 18:00:00;2005-12-30;kornsnö;G
2005-12-30 18:00:01;2005-12-31 18:00:00;2005-12-31;snowfall;G
2005-12-31 18:00:01;2006-01-01 18:00:00;2006-01-01;snowfall;G
2005-12-31 18:00:01;2006-01-01 18:00:00;2006-01-01;regn;G
2005-12-31 18:00:01;2006-01-01 18:00:00;2006-01-01;Obestämd nederbördstyp;G
2005-12-31 18:00:01;2006-01-01 18:00:00;2006-01-01;duggregn;G
2005-12-31 18:00:01;2006-01-01 18:00:00;2006-01-01;regnskurar;G
2006-01-01 18:00:01;2006-01-02 18:00:00;2006-01-02;regnskurar;G
2006-01-01 18:00:01;2006-01-02 18:00:00;2006-01-02;Obestämd nederbördstyp;G
2006-01-01 18:00:01;2006-01-02 18:00:00;2006-01-02;snöbyar;G
2006-01-02 18:00:01;2006-01-03 18:00:00;2006-01-03;snowfall;G
2006-01-03 18:00:01;2006-01-04 18:00:00;2006-01-04;snowfall;G
2006-01-04 18:00:01;2006-01-05 18:00:00;2006-01-05;snowfall;G
2006-01-04 18:00:01;2006-01-05 18:00:00;2006-01-05;kornsnö;G
2006-01-04 18:00:01;2006-01-05 18:00:00;2006-01-05;Obestämd nederbördstyp;G
2006-01-05 18:00:01;2006-01-06 18:00:00;2006-01-06;snowfall;G
2006-01-10 18:00:01;2006-01-11 18:00:00;2006-01-11;regn;G
2006-01-10 18:00:01;2006-01-11 18:00:00;2006-01-11;Obestämd nederbördstyp;G
2006-01-10 18:00:01;2006-01-11 18:00:00;2006-01-11;duggregn;G
2006-01-10 18:00:01;2006-01-11 18:00:00;2006-01-11;regnskurar;G
2006-01-18 18:00:01;2006-01-19 18:00:00;2006-01-19;snowfall;G
2006-01-18 18:00:01;2006-01-19 18:00:00;2006-01-19;kornsnö;G
2006-01-19 18:00:01;2006-01-20 18:00:00;2006-01-20;Obestämd nederbördstyp;G
2006-01-19 18:00:01;2006-01-20 18:00:00;2006-01-20;snowfall;G
2006-01-19 18:00:01;2006-01-20 18:00:00;2006-01-20;kornsnö;G
2006-01-20 18:00:01;2006-01-21 18:00:00;2006-01-21;snowfall;G
2006-01-20 18:00:01;2006-01-21 18:00:00;2006-01-21;Obestämd nederbördstyp;G
2006-01-20 18:00:01;2006-01-21 18:00:00;2006-01-21;snöbyar;G
2006-01-21 18:00:01;2006-01-22 18:00:00;2006-01-22;snowfall;G
2006-01-22 18:00:01;2006-01-23 18:00:00;2006-01-23;snowfall;G
2006-01-24 18:00:01;2006-01-25 18:00:00;2006-01-25;snowfall;G
2006-01-29 18:00:01;2006-01-30 18:00:00;2006-01-30;snowfall;G
2006-01-29 18:00:01;2006-01-30 18:00:00;2006-01-30;snöbyar;G
2006-02-04 18:00:01;2006-02-05 18:00:00;2006-02-05;snowfall;G
2006-02-04 18:00:01;2006-02-05 18:00:00;2006-02-05;kornsnö;G
2006-02-05 18:00:01;2006-02-06 18:00:00;2006-02-06;regn;G
2006-02-05 18:00:01;2006-02-06 18:00:00;2006-02-06;snöbyar;G
2006-02-05 18:00:01;2006-02-06 18:00:00;2006-02-06;snowfall;G
2006-02-05 18:00:01;2006-02-06 18:00:00;2006-02-06;snöblandat regn;G
2006-02-05 18:00:01;2006-02-06 18:00:00;2006-02-06;Obestämd nederbördstyp;G
2006-02-06 18:00:01;2006-02-07 18:00:00;2006-02-07;regn;G
2006-02-07 18:00:01;2006-02-08 18:00:00;2006-02-08;duggregn;G
2006-02-07 18:00:01;2006-02-08 18:00:00;2006-02-08;regn;G
2006-02-08 18:00:01;2006-02-09 18:00:00;2006-02-09;regnskurar;G
2006-02-08 18:00:01;2006-02-09 18:00:00;2006-02-09;Obestämd nederbördstyp;G
2006-02-08 18:00:01;2006-02-09 18:00:00;2006-02-09;snowfall;G
2006-02-08 18:00:01;2006-02-09 18:00:00;2006-02-09;regn;G
2006-02-09 18:00:01;2006-02-10 18:00:00;2006-02-10;regnskurar;G
2006-02-09 18:00:01;2006-02-10 18:00:00;2006-02-10;Obestämd nederbördstyp;G
2006-02-09 18:00:01;2006-02-10 18:00:00;2006-02-10;snowfall;G
2006-02-09 18:00:01;2006-02-10 18:00:00;2006-02-10;regn;G
2006-02-14 18:00:01;2006-02-15 18:00:00;2006-02-15;Obestämd nederbördstyp;G
2006-02-14 18:00:01;2006-02-15 18:00:00;2006-02-15;snowfall;G
2006-02-15 18:00:01;2006-02-16 18:00:00;2006-02-16;snowfall;G
2006-02-16 18:00:01;2006-02-17 18:00:00;2006-02-17;snowfall;G
2006-02-16 18:00:01;2006-02-17 18:00:00;2006-02-17;kornsnö;G
2006-02-16 18:00:01;2006-02-17 18:00:00;2006-02-17;snöbyar;G
2006-02-17 18:00:01;2006-02-18 18:00:00;2006-02-18;regnskurar;G
2006-02-17 18:00:01;2006-02-18 18:00:00;2006-02-18;Obestämd nederbördstyp;G
2006-02-17 18:00:01;2006-02-18 18:00:00;2006-02-18;duggregn;G
2006-02-17 18:00:01;2006-02-18 18:00:00;2006-02-18;regn;G
2006-02-19 18:00:01;2006-02-20 18:00:00;2006-02-20;Obestämd nederbördstyp;G
2006-02-19 18:00:01;2006-02-20 18:00:00;2006-02-20;regn;G
2006-02-22 18:00:01;2006-02-23 18:00:00;2006-02-23;snowfall;G
2006-02-26 18:00:01;2006-02-27 18:00:00;2006-02-27;Obestämd nederbördstyp;G
2006-02-26 18:00:01;2006-02-27 18:00:00;2006-02-27;snowfall;G
2006-02-27 18:00:01;2006-02-28 18:00:00;2006-02-28;snowfall;G
2006-02-28 18:00:01;2006-03-01 18:00:00;2006-03-01;snöbyar;G
2006-02-28 18:00:01;2006-03-01 18:00:00;2006-03-01;snowfall;G
2006-03-01 18:00:01;2006-03-02 18:00:00;2006-03-02;underkyld nederbörd;G
2006-03-01 18:00:01;2006-03-02 18:00:00;2006-03-02;snowfall;G
2006-03-01 18:00:01;2006-03-02 18:00:00;2006-03-02;snöbyar;G
2006-03-01 18:00:01;2006-03-02 18:00:00;2006-03-02;Obestämd nederbördstyp;G
2006-03-02 18:00:01;2006-03-03 18:00:00;2006-03-03;snowfall;G
2006-03-02 18:00:01;2006-03-03 18:00:00;2006-03-03;Obestämd nederbördstyp;G
2006-03-02 18:00:01;2006-03-03 18:00:00;2006-03-03;snöbyar;G
2006-03-03 18:00:01;2006-03-04 18:00:00;2006-03-04;snöbyar;G
2006-03-03 18:00:01;2006-03-04 18:00:00;2006-03-04;snowfall;G
2006-03-04 18:00:01;2006-03-05 18:00:00;2006-03-05;snöbyar;G
2006-03-04 18:00:01;2006-03-05 18:00:00;2006-03-05;snowfall;G
2006-03-05 18:00:01;2006-03-06 18:00:00;2006-03-06;snowfall;G
2006-03-05 18:00:01;2006-03-06 18:00:00;2006-03-06;snöbyar;G
2006-03-06 18:00:01;2006-03-07 18:00:00;2006-03-07;snowfall;G
2006-03-14 18:00:01;2006-03-15 18:00:00;2006-03-15;Obestämd nederbördstyp;G
2006-03-14 18:00:01;2006-03-15 18:00:00;2006-03-15;kornsnö;G
2006-03-15 18:00:01;2006-03-16 18:00:00;2006-03-16;snowfall;G
2006-03-20 18:00:01;2006-03-21 18:00:00;2006-03-21;snöbyar;G
2006-03-20 18:00:01;2006-03-21 18:00:00;2006-03-21;snowfall;G
2006-03-21 18:00:01;2006-03-22 18:00:00;2006-03-22;Obestämd nederbördstyp;G
2006-03-25 18:00:01;2006-03-26 18:00:00;2006-03-26;regn;G
2006-03-25 18:00:01;2006-03-26 18:00:00;2006-03-26;snowfall;G
2006-03-25 18:00:01;2006-03-26 18:00:00;2006-03-26;regnskurar;G
2006-03-26 18:00:01;2006-03-27 18:00:00;2006-03-27;regnskurar;G
2006-03-26 18:00:01;2006-03-27 18:00:00;2006-03-27;duggregn;G
2006-03-26 18:00:01;2006-03-27 18:00:00;2006-03-27;regn;G
2006-03-27 18:00:01;2006-03-28 18:00:00;2006-03-28;duggregn;G
2006-03-27 18:00:01;2006-03-28 18:00:00;2006-03-28;regnskurar;G
2006-03-27 18:00:01;2006-03-28 18:00:00;2006-03-28;regn;G
2006-03-27 18:00:01;2006-03-28 18:00:00;2006-03-28;Obestämd nederbördstyp;G
2006-03-28 18:00:01;2006-03-29 18:00:00;2006-03-29;regnskurar;G
2006-03-28 18:00:01;2006-03-29 18:00:00;2006-03-29;regn;G
2006-03-28 18:00:01;2006-03-29 18:00:00;2006-03-29;duggregn;G
2006-03-29 18:00:01;2006-03-30 18:00:00;2006-03-30;regn;G
2006-03-29 18:00:01;2006-03-30 18:00:00;2006-03-30;regnskurar;G
2006-03-29 18:00:01;2006-03-30 18:00:00;2006-03-30;duggregn;G
2006-03-30 18:00:01;2006-03-31 18:00:00;2006-03-31;regnskurar;G
2006-03-30 18:00:01;2006-03-31 18:00:00;2006-03-31;Obestämd nederbördstyp;G
2006-03-30 18:00:01;2006-03-31 18:00:00;2006-03-31;regn;G
2006-03-31 18:00:01;2006-04-01 18:00:00;2006-04-01;regn;G
2006-03-31 18:00:01;2006-04-01 18:00:00;2006-04-01;duggregn;G
2006-03-31 18:00:01;2006-04-01 18:00:00;2006-04-01;regnskurar;G
2006-04-01 18:00:01;2006-04-02 18:00:00;2006-04-02;regnskurar;G
2006-04-01 18:00:01;2006-04-02 18:00:00;2006-04-02;regn;G
2006-04-02 18:00:01;2006-04-03 18:00:00;2006-04-03;regn;G
2006-04-02 18:00:01;2006-04-03 18:00:00;2006-04-03;regnskurar;G
2006-04-02 18:00:01;2006-04-03 18:00:00;2006-04-03;Obestämd nederbördstyp;G
2006-04-03 18:00:01;2006-04-04 18:00:00;2006-04-04;regn;G
2006-04-03 18:00:01;2006-04-04 18:00:00;2006-04-04;snöblandat regn;G
2006-04-03 18:00:01;2006-04-04 18:00:00;2006-04-04;regnskurar;G
2006-04-04 18:00:01;2006-04-05 18:00:00;2006-04-05;duggregn;G
2006-04-04 18:00:01;2006-04-05 18:00:00;2006-04-05;regn;G
2006-04-04 18:00:01;2006-04-05 18:00:00;2006-04-05;snowfall;G
2006-04-04 18:00:01;2006-04-05 18:00:00;2006-04-05;regnskurar;G
2006-04-05 18:00:01;2006-04-06 18:00:00;2006-04-06;duggregn;G
2006-04-05 18:00:01;2006-04-06 18:00:00;2006-04-06;regn;G
2006-04-05 18:00:01;2006-04-06 18:00:00;2006-04-06;regnskurar;G
2006-04-06 18:00:01;2006-04-07 18:00:00;2006-04-07;regn;G
2006-04-06 18:00:01;2006-04-07 18:00:00;2006-04-07;regnskurar;G
2006-04-07 18:00:01;2006-04-08 18:00:00;2006-04-08;regn;G
2006-04-07 18:00:01;2006-04-08 18:00:00;2006-04-08;regnskurar;G
2006-04-08 18:00:01;2006-04-09 18:00:00;2006-04-09;regn;G
2006-04-08 18:00:01;2006-04-09 18:00:00;2006-04-09;regnskurar;G
2006-04-09 18:00:01;2006-04-10 18:00:00;2006-04-10;regn;G
2006-04-11 18:00:01;2006-04-12 18:00:00;2006-04-12;duggregn;G
2006-04-11 18:00:01;2006-04-12 18:00:00;2006-04-12;regnskurar;G
2006-04-11 18:00:01;2006-04-12 18:00:00;2006-04-12;regn;G
2006-04-12 18:00:01;2006-04-13 18:00:00;2006-04-13;regnskurar;G
2006-04-12 18:00:01;2006-04-13 18:00:00;2006-04-13;regn;G
2006-04-12 18:00:01;2006-04-13 18:00:00;2006-04-13;duggregn;G
2006-04-13 18:00:01;2006-04-14 18:00:00;2006-04-14;regn;G
2006-04-13 18:00:01;2006-04-14 18:00:00;2006-04-14;regnskurar;G
2006-04-14 18:00:01;2006-04-15 18:00:00;2006-04-15;regn;G
2006-04-16 18:00:01;2006-04-17 18:00:00;2006-04-17;regn;G
2006-04-16 18:00:01;2006-04-17 18:00:00;2006-04-17;regnskurar;G
2006-04-17 18:00:01;2006-04-18 18:00:00;2006-04-18;regn;G
2006-04-18 18:00:01;2006-04-19 18:00:00;2006-04-19;regnskurar;G
2006-04-19 18:00:01;2006-04-20 18:00:00;2006-04-20;regnskurar;G
2006-04-19 18:00:01;2006-04-20 18:00:00;2006-04-20;regn;G
2006-04-19 18:00:01;2006-04-20 18:00:00;2006-04-20;Obestämd nederbördstyp;G
2006-04-19 18:00:01;2006-04-20 18:00:00;2006-04-20;duggregn;G
2006-04-20 18:00:01;2006-04-21 18:00:00;2006-04-21;regnskurar;G
2006-04-20 18:00:01;2006-04-21 18:00:00;2006-04-21;regn;G
2006-04-21 18:00:01;2006-04-22 18:00:00;2006-04-22;regn;G
2006-04-22 18:00:01;2006-04-23 18:00:00;2006-04-23;regn;G
2006-04-25 18:00:01;2006-04-26 18:00:00;2006-04-26;regn;G
2006-04-25 18:00:01;2006-04-26 18:00:00;2006-04-26;duggregn;G
2006-04-26 18:00:01;2006-04-27 18:00:00;2006-04-27;regnskurar;G
2006-04-26 18:00:01;2006-04-27 18:00:00;2006-04-27;regn;G
2006-04-28 18:00:01;2006-04-29 18:00:00;2006-04-29;regnskurar;G
2006-04-28 18:00:01;2006-04-29 18:00:00;2006-04-29;regn;G
2006-04-29 18:00:01;2006-04-30 18:00:00;2006-04-30;regn;G
2006-04-29 18:00:01;2006-04-30 18:00:00;2006-04-30;duggregn;G
2006-05-01 18:00:01;2006-05-02 18:00:00;2006-05-02;regnskurar;G
2006-05-01 18:00:01;2006-05-02 18:00:00;2006-05-02;duggregn;G
2006-05-01 18:00:01;2006-05-02 18:00:00;2006-05-02;regn;G
2006-05-12 18:00:01;2006-05-13 18:00:00;2006-05-13;regn;G
2006-05-12 18:00:01;2006-05-13 18:00:00;2006-05-13;duggregn;G
2006-05-14 18:00:01;2006-05-15 18:00:00;2006-05-15;regn;G
2006-05-15 18:00:01;2006-05-16 18:00:00;2006-05-16;regnskurar;G
2006-05-15 18:00:01;2006-05-16 18:00:00;2006-05-16;duggregn;G
2006-05-15 18:00:01;2006-05-16 18:00:00;2006-05-16;regn;G
2006-05-16 18:00:01;2006-05-17 18:00:00;2006-05-17;regn;G
2006-05-17 18:00:01;2006-05-18 18:00:00;2006-05-18;regnskurar;G
2006-05-17 18:00:01;2006-05-18 18:00:00;2006-05-18;regn;G
2006-05-17 18:00:01;2006-05-18 18:00:00;2006-05-18;duggregn;G
2006-05-18 18:00:01;2006-05-19 18:00:00;2006-05-19;regnskurar;G
2006-05-18 18:00:01;2006-05-19 18:00:00;2006-05-19;regn;G
2006-05-19 18:00:01;2006-05-20 18:00:00;2006-05-20;regnskurar;G
2006-05-19 18:00:01;2006-05-20 18:00:00;2006-05-20;regn;G
2006-05-19 18:00:01;2006-05-20 18:00:00;2006-05-20;duggregn;G
2006-05-20 18:00:01;2006-05-21 18:00:00;2006-05-21;Obestämd nederbördstyp;G
2006-05-20 18:00:01;2006-05-21 18:00:00;2006-05-21;regn;G
2006-05-20 18:00:01;2006-05-21 18:00:00;2006-05-21;duggregn;G
2006-05-20 18:00:01;2006-05-21 18:00:00;2006-05-21;regnskurar;G
2006-05-21 18:00:01;2006-05-22 18:00:00;2006-05-22;regn;G
2006-05-21 18:00:01;2006-05-22 18:00:00;2006-05-22;duggregn;G
2006-05-22 18:00:01;2006-05-23 18:00:00;2006-05-23;regn;G
2006-05-22 18:00:01;2006-05-23 18:00:00;2006-05-23;regnskurar;G
2006-05-23 18:00:01;2006-05-24 18:00:00;2006-05-24;regnskurar;G
2006-05-23 18:00:01;2006-05-24 18:00:00;2006-05-24;regn;G
2006-05-24 18:00:01;2006-05-25 18:00:00;2006-05-25;regnskurar;G
2006-05-24 18:00:01;2006-05-25 18:00:00;2006-05-25;regn;G
2006-05-25 18:00:01;2006-05-26 18:00:00;2006-05-26;regn;G
2006-05-26 18:00:01;2006-05-27 18:00:00;2006-05-27;regn;G
2006-05-27 18:00:01;2006-05-28 18:00:00;2006-05-28;duggregn;G
2006-05-27 18:00:01;2006-05-28 18:00:00;2006-05-28;regnskurar;G
2006-05-27 18:00:01;2006-05-28 18:00:00;2006-05-28;regn;G
2006-05-28 18:00:01;2006-05-29 18:00:00;2006-05-29;regn;G
2006-05-28 18:00:01;2006-05-29 18:00:00;2006-05-29;regnskurar;G
2006-05-29 18:00:01;2006-05-30 18:00:00;2006-05-30;regn;G
2006-05-30 18:00:01;2006-05-31 18:00:00;2006-05-31;regn;G
2006-05-30 18:00:01;2006-05-31 18:00:00;2006-05-31;regnskurar;G
2006-05-31 18:00:01;2006-06-01 18:00:00;2006-06-01;regnskurar;G
2006-05-31 18:00:01;2006-06-01 18:00:00;2006-06-01;regn;G
2006-06-02 18:00:01;2006-06-03 18:00:00;2006-06-03;regn;G
2006-06-02 18:00:01;2006-06-03 18:00:00;2006-06-03;duggregn;G
2006-06-02 18:00:01;2006-06-03 18:00:00;2006-06-03;regnskurar;G
2006-06-04 18:00:01;2006-06-05 18:00:00;2006-06-05;regn;G
2006-06-04 18:00:01;2006-06-05 18:00:00;2006-06-05;regnskurar;G
2006-06-05 18:00:01;2006-06-06 18:00:00;2006-06-06;regn;G
2006-06-13 18:00:01;2006-06-14 18:00:00;2006-06-14;regn;G
2006-06-13 18:00:01;2006-06-14 18:00:00;2006-06-14;regnskurar;G
2006-06-19 18:00:01;2006-06-20 18:00:00;2006-06-20;regnskurar;G
2006-06-19 18:00:01;2006-06-20 18:00:00;2006-06-20;regn;G
2006-06-20 18:00:01;2006-06-21 18:00:00;2006-06-21;regnskurar;G
2006-06-20 18:00:01;2006-06-21 18:00:00;2006-06-21;regn;G
2006-06-21 18:00:01;2006-06-22 18:00:00;2006-06-22;regn;G
2006-06-21 18:00:01;2006-06-22 18:00:00;2006-06-22;regnskurar;G
2006-06-22 18:00:01;2006-06-23 18:00:00;2006-06-23;regn;G
2006-06-25 18:00:01;2006-06-26 18:00:00;2006-06-26;regn;G
2006-06-25 18:00:01;2006-06-26 18:00:00;2006-06-26;regnskurar;G
2006-06-26 18:00:01;2006-06-27 18:00:00;2006-06-27;regn;G
2006-06-26 18:00:01;2006-06-27 18:00:00;2006-06-27;regnskurar;G
2006-06-26 18:00:01;2006-06-27 18:00:00;2006-06-27;duggregn;G
2006-06-27 18:00:01;2006-06-28 18:00:00;2006-06-28;regn;G
2006-07-06 18:00:01;2006-07-07 18:00:00;2006-07-07;regn;G
2006-07-07 18:00:01;2006-07-08 18:00:00;2006-07-08;regn;G
2006-07-07 18:00:01;2006-07-08 18:00:00;2006-07-08;regnskurar;G
2006-07-09 18:00:01;2006-07-10 18:00:00;2006-07-10;regnskurar;G
2006-07-09 18:00:01;2006-07-10 18:00:00;2006-07-10;regn;G
2006-07-10 18:00:01;2006-07-11 18:00:00;2006-07-11;regnskurar;G
2006-07-10 18:00:01;2006-07-11 18:00:00;2006-07-11;regn;G
2006-07-11 18:00:01;2006-07-12 18:00:00;2006-07-12;regn;G
2006-07-13 18:00:01;2006-07-14 18:00:00;2006-07-14;regn;G
2006-07-20 18:00:01;2006-07-21 18:00:00;2006-07-21;regnskurar;G
2006-07-20 18:00:01;2006-07-21 18:00:00;2006-07-21;duggregn;G
2006-07-20 18:00:01;2006-07-21 18:00:00;2006-07-21;regn;G
2006-07-23 18:00:01;2006-07-24 18:00:00;2006-07-24;regnskurar;G
2006-07-23 18:00:01;2006-07-24 18:00:00;2006-07-24;regn;G
2006-07-27 18:00:01;2006-07-28 18:00:00;2006-07-28;regnskurar;G
2006-07-27 18:00:01;2006-07-28 18:00:00;2006-07-28;regn;G
2006-07-27 18:00:01;2006-07-28 18:00:00;2006-07-28;duggregn;G
2006-07-30 18:00:01;2006-07-31 18:00:00;2006-07-31;duggregn;G
2006-07-30 18:00:01;2006-07-31 18:00:00;2006-07-31;regnskurar;G
2006-07-30 18:00:01;2006-07-31 18:00:00;2006-07-31;regn;G
2006-07-31 18:00:01;2006-08-01 18:00:00;2006-08-01;regn;G
2006-08-01 18:00:01;2006-08-02 18:00:00;2006-08-02;regnskurar;G
2006-08-01 18:00:01;2006-08-02 18:00:00;2006-08-02;regn;G
2006-08-03 18:00:01;2006-08-04 18:00:00;2006-08-04;regn;G
2006-08-03 18:00:01;2006-08-04 18:00:00;2006-08-04;regnskurar;G
2006-08-09 18:00:01;2006-08-10 18:00:00;2006-08-10;regnskurar;G
2006-08-10 18:00:01;2006-08-11 18:00:00;2006-08-11;regnskurar;G
2006-08-10 18:00:01;2006-08-11 18:00:00;2006-08-11;regn;G
2006-08-11 18:00:01;2006-08-12 18:00:00;2006-08-12;regn;G
2006-08-11 18:00:01;2006-08-12 18:00:00;2006-08-12;Obestämd nederbördstyp;G
2006-08-11 18:00:01;2006-08-12 18:00:00;2006-08-12;regnskurar;G
2006-08-12 18:00:01;2006-08-13 18:00:00;2006-08-13;regn;G
2006-08-12 18:00:01;2006-08-13 18:00:00;2006-08-13;regnskurar;G
2006-08-13 18:00:01;2006-08-14 18:00:00;2006-08-14;regnskurar;G
2006-08-13 18:00:01;2006-08-14 18:00:00;2006-08-14;regn;G
2006-08-14 18:00:01;2006-08-15 18:00:00;2006-08-15;regn;G
2006-08-14 18:00:01;2006-08-15 18:00:00;2006-08-15;regnskurar;G
2006-08-15 18:00:01;2006-08-16 18:00:00;2006-08-16;regnskurar;G
2006-08-15 18:00:01;2006-08-16 18:00:00;2006-08-16;regn;G
2006-08-16 18:00:01;2006-08-17 18:00:00;2006-08-17;duggregn;G
2006-08-16 18:00:01;2006-08-17 18:00:00;2006-08-17;regn;G
2006-08-16 18:00:01;2006-08-17 18:00:00;2006-08-17;regnskurar;G
2006-08-16 18:00:01;2006-08-17 18:00:00;2006-08-17;Obestämd nederbördstyp;G
2006-08-18 18:00:01;2006-08-19 18:00:00;2006-08-19;regn;G
2006-08-18 18:00:01;2006-08-19 18:00:00;2006-08-19;duggregn;G
2006-08-18 18:00:01;2006-08-19 18:00:00;2006-08-19;regnskurar;G
2006-08-19 18:00:01;2006-08-20 18:00:00;2006-08-20;regn;G
2006-08-19 18:00:01;2006-08-20 18:00:00;2006-08-20;regnskurar;G
2006-08-19 18:00:01;2006-08-20 18:00:00;2006-08-20;duggregn;G
2006-08-20 18:00:01;2006-08-21 18:00:00;2006-08-21;regnskurar;G
2006-08-20 18:00:01;2006-08-21 18:00:00;2006-08-21;regn;G
2006-08-21 18:00:01;2006-08-22 18:00:00;2006-08-22;regn;G
2006-08-21 18:00:01;2006-08-22 18:00:00;2006-08-22;regnskurar;G
2006-08-22 18:00:01;2006-08-23 18:00:00;2006-08-23;regn;G
2006-08-22 18:00:01;2006-08-23 18:00:00;2006-08-23;regnskurar;G
2006-08-23 18:00:01;2006-08-24 18:00:00;2006-08-24;regnskurar;G
2006-08-23 18:00:01;2006-08-24 18:00:00;2006-08-24;regn;G
2006-08-25 18:00:01;2006-08-26 18:00:00;2006-08-26;regnskurar;G
2006-08-25 18:00:01;2006-08-26 18:00:00;2006-08-26;regn;G
2006-08-26 18:00:01;2006-08-27 18:00:00;2006-08-27;regn;G
2006-08-27 18:00:01;2006-08-28 18:00:00;2006-08-28;regn;G
2006-08-27 18:00:01;2006-08-28 18:00:00;2006-08-28;regnskurar;G
2006-08-28 18:00:01;2006-08-29 18:00:00;2006-08-29;regn;G
2006-08-29 18:00:01;2006-08-30 18:00:00;2006-08-30;regn;G
2006-08-29 18:00:01;2006-08-30 18:00:00;2006-08-30;Obestämd nederbördstyp;G
2006-08-29 18:00:01;2006-08-30 18:00:00;2006-08-30;regnskurar;G
2006-08-30 18:00:01;2006-08-31 18:00:00;2006-08-31;regnskurar;G
2006-08-31 18:00:01;2006-09-01 18:00:00;2006-09-01;regnskurar;G
2006-08-31 18:00:01;2006-09-01 18:00:00;2006-09-01;duggregn;G
2006-08-31 18:00:01;2006-09-01 18:00:00;2006-09-01;regn;G
2006-09-01 18:00:01;2006-09-02 18:00:00;2006-09-02;regn;G
2006-09-02 18:00:01;2006-09-03 18:00:00;2006-09-03;duggregn;G
2006-09-02 18:00:01;2006-09-03 18:00:00;2006-09-03;regnskurar;G
2006-09-02 18:00:01;2006-09-03 18:00:00;2006-09-03;regn;G
2006-09-03 18:00:01;2006-09-04 18:00:00;2006-09-04;regnskurar;G
2006-09-03 18:00:01;2006-09-04 18:00:00;2006-09-04;regn;G
2006-09-04 18:00:01;2006-09-05 18:00:00;2006-09-05;regnskurar;G
2006-09-04 18:00:01;2006-09-05 18:00:00;2006-09-05;regn;G
2006-09-05 18:00:01;2006-09-06 18:00:00;2006-09-06;regnskurar;G
2006-09-05 18:00:01;2006-09-06 18:00:00;2006-09-06;Obestämd nederbördstyp;G
2006-09-05 18:00:01;2006-09-06 18:00:00;2006-09-06;duggregn;G
2006-09-05 18:00:01;2006-09-06 18:00:00;2006-09-06;regn;G
2006-09-06 18:00:01;2006-09-07 18:00:00;2006-09-07;regn;G
2006-09-06 18:00:01;2006-09-07 18:00:00;2006-09-07;regnskurar;G
2006-09-07 18:00:01;2006-09-08 18:00:00;2006-09-08;regnskurar;G
2006-09-17 18:00:01;2006-09-18 18:00:00;2006-09-18;regn;G
2006-09-17 18:00:01;2006-09-18 18:00:00;2006-09-18;duggregn;G
2006-09-18 18:00:01;2006-09-19 18:00:00;2006-09-19;regnskurar;G
2006-09-18 18:00:01;2006-09-19 18:00:00;2006-09-19;duggregn;G
2006-09-18 18:00:01;2006-09-19 18:00:00;2006-09-19;regn;G
2006-09-26 18:00:01;2006-09-27 18:00:00;2006-09-27;regn;G
2006-09-26 18:00:01;2006-09-27 18:00:00;2006-09-27;regnskurar;G
2006-09-26 18:00:01;2006-09-27 18:00:00;2006-09-27;duggregn;G
2006-09-27 18:00:01;2006-09-28 18:00:00;2006-09-28;regn;G
2006-09-28 18:00:01;2006-09-29 18:00:00;2006-09-29;regnskurar;G
2006-09-29 18:00:01;2006-09-30 18:00:00;2006-09-30;regn;G
2006-09-29 18:00:01;2006-09-30 18:00:00;2006-09-30;regnskurar;G
2006-09-30 18:00:01;2006-10-01 18:00:00;2006-10-01;regn;G
